h,clase
36,2
34,2
34,2
35,2
35,2
33,2
33,2
33,2
33,2
33,2
33,2
36,2
36,2
39,2
39,2
41,2
41,2
43,2
43,2
43,2
43,2
41,2
41,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
39,2
39,2
38,2
38,2
39,2
39,2
40,2
40,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
41,2
41,2
39,2
39,2
38,2
38,2
38,2
38,2
40,2
40,2
39,2
39,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
42,2
42,2
39,2
39,2
39,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
39,2
40,2
40,2
36,2
36,2
34,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
40,2
40,2
34,2
34,2
35,2
35,2
33,2
33,2
33,2
33,2
33,2
33,2
36,2
36,2
39,2
39,2
41,2
41,2
43,2
43,2
43,2
43,2
41,2
41,2
38,2
38,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
39,2
39,2
38,2
38,2
39,2
39,2
40,2
40,2
39,2
39,2
41,2
41,2
41,2
41,2
38,2
38,2
39,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
39,2
39,2
40,2
40,2
36,2
36,2
34,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
40,2
40,2
40,2
40,2
40,2
36,2
36,2
36,2
36,2
38,2
38,2
39,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
37,2
37,2
36,2
36,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
39,2
39,2
39,2
39,2
41,2
41,2
40,2
40,2
40,2
40,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
37,2
37,2
36,2
41,2
41,2
41,2
41,2
41,2
41,2
39,2
39,2
41,2
41,2
40,2
40,2
40,2
40,2
38,2
38,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
39,2
39,2
38,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
39,2
39,2
38,2
38,2
40,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
38,2
38,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
41,2
38,2
38,2
39,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
40,2
40,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
40,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
40,2
39,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
40,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
42,2
42,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
42,2
42,2
39,2
39,2
40,2
40,2
40,2
40,2
40,2
40,2
42,2
42,2
40,2
39,2
39,2
40,2
40,2
40,2
40,2
42,2
42,2
40,2
39,2
39,2
39,2
39,2
40,2
40,2
40,2
40,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
40,2
40,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
41,2
41,2
41,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
40,2
40,2
39,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
39,2
39,2
41,2
39,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
39,2
39,2
41,2
41,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
39,2
39,2
41,2
41,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
41,2
40,2
40,2
39,2
39,2
41,2
41,2
41,2
39,2
39,2
42,2
41,2
41,2
41,2
41,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
39,2
44,2
44,2
43,2
43,2
43,2
43,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
44,2
44,2
43,2
43,2
43,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
44,2
44,2
44,2
41,2
41,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
39,2
44,2
44,2
44,2
41,2
41,2
40,2
40,2
39,2
39,2
39,2
39,2
39,2
39,2
39,2
44,2
44,2
44,2
41,2
40,2
40,2
39,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
39,2
39,2
44,2
44,2
44,2
41,2
40,2
40,2
39,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
34,2
34,2
39,2
39,2
39,2
39,2
44,2
44,2
44,2
40,2
40,2
40,2
39,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
34,2
34,2
35,2
35,2
36,2
39,2
39,2
39,2
39,2
39,2
44,2
44,2
44,2
40,2
40,2
40,2
39,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
34,2
34,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
39,2
39,2
39,2
39,2
39,2
43,2
43,2
43,2
40,2
40,2
40,2
39,2
39,2
36,2
36,2
36,2
36,2
34,2
34,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
39,2
39,2
39,2
39,2
39,2
39,2
43,2
43,2
43,2
40,2
40,2
40,2
39,2
39,2
34,2
34,2
34,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
39,2
39,2
39,2
39,2
39,2
43,2
43,2
43,2
40,2
40,2
40,2
39,2
39,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
35,2
36,2
36,2
38,2
39,2
39,2
39,2
39,2
39,2
43,2
43,2
43,2
40,2
40,2
40,2
39,2
39,2
33,2
33,2
33,2
33,2
33,2
33,2
33,2
36,2
36,2
38,2
38,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
39,2
42,2
42,2
42,2
41,2
40,2
40,2
40,2
39,2
39,2
33,2
33,2
33,2
33,2
36,2
36,2
38,2
38,2
38,2
38,2
36,2
36,2
35,2
39,2
39,2
39,2
39,2
39,2
42,2
42,2
42,2
41,2
40,2
40,2
40,2
39,2
33,2
34,2
34,2
36,2
36,2
38,2
38,2
36,2
36,2
35,2
35,2
35,2
35,2
39,2
39,2
39,2
39,2
42,2
42,2
42,2
41,2
40,2
40,2
40,2
39,2
36,2
36,2
38,2
38,2
36,2
36,2
35,2
35,2
35,2
35,2
35,2
35,2
36,2
36,2
39,2
39,2
39,2
39,2
39,2
42,2
42,2
42,2
41,2
40,2
40,2
40,2
39,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
40,2
40,2
40,2
39,2
39,2
39,2
39,2
42,2
39,2
39,2
39,2
39,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
40,2
40,2
40,2
40,2
39,2
39,2
39,2
39,2
42,2
42,2
39,2
39,2
39,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
39,2
39,2
39,2
39,2
36,2
36,2
41,2
41,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
39,2
39,2
39,2
36,2
36,2
41,2
41,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
34,2
38,2
38,2
40,2
40,2
36,2
36,2
41,2
41,2
38,2
38,2
38,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
34,2
34,2
34,2
34,2
35,2
38,2
38,2
38,2
40,2
40,2
36,2
36,2
41,2
41,2
38,2
38,2
38,2
38,2
39,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
34,2
34,2
34,2
34,2
35,2
35,2
36,2
39,2
39,2
39,2
39,2
39,2
36,2
36,2
41,2
41,2
41,2
38,2
38,2
38,2
38,2
39,2
36,2
36,2
36,2
36,2
34,2
34,2
34,2
34,2
35,2
35,2
36,2
36,2
36,2
36,2
39,2
39,2
39,2
39,2
39,2
36,2
41,2
41,2
41,2
41,2
36,2
38,2
38,2
38,2
38,2
34,2
34,2
34,2
34,2
35,2
35,2
36,2
36,2
36,2
36,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
36,2
36,2
39,2
39,2
39,2
34,2
35,2
35,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
41,2
41,2
41,2
41,2
36,2
36,2
39,2
39,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
39,2
40,2
40,2
41,2
41,2
41,2
36,2
36,2
39,2
39,2
36,2
36,2
38,2
38,2
38,2
38,2
39,2
39,2
39,2
39,2
39,2
40,2
40,2
41,2
41,2
41,2
36,2
36,2
36,2
39,2
39,2
36,2
38,2
38,2
38,2
38,2
39,2
39,2
40,2
40,2
40,2
40,2
40,2
40,2
41,2
36,2
36,2
36,2
36,2
39,2
38,2
38,2
38,2
38,2
39,2
39,2
39,2
40,2
40,2
40,2
40,2
40,2
41,2
41,2
36,2
36,2
36,2
36,2
36,2
39,2
38,2
38,2
38,2
38,2
39,2
39,2
40,2
40,2
40,2
40,2
39,2
40,2
40,2
41,2
41,2
41,2
36,2
36,2
36,2
36,2
37,2
37,2
38,2
38,2
38,2
38,2
39,2
39,2
39,2
40,2
40,2
40,2
40,2
40,2
41,2
41,2
41,2
39,2
36,2
36,2
36,2
36,2
37,2
36,2
36,2
36,2
36,2
38,2
41,2
41,2
41,2
41,2
41,2
41,2
40,2
39,2
39,2
40,2
40,2
39,2
39,2
37,2
37,2
37,2
37,2
36,2
36,2
36,2
36,2
38,2
38,2
41,2
41,2
41,2
41,2
40,2
39,2
39,2
40,2
40,2
41,2
39,2
39,2
37,2
37,2
37,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
41,2
41,2
41,2
39,2
39,2
41,2
41,2
41,2
39,2
39,2
39,2
37,2
37,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
41,2
41,2
39,2
41,2
41,2
41,2
39,2
39,2
39,2
39,2
37,2
37,2
36,2
36,2
36,2
36,2
35,2
35,2
36,2
36,2
36,2
36,2
43,2
43,2
43,2
43,2
40,2
40,2
40,2
40,2
42,2
36,2
36,2
36,2
36,2
36,2
36,2
35,2
35,2
36,2
36,2
36,2
43,2
43,2
43,2
43,2
40,2
40,2
40,2
40,2
40,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
36,2
36,2
35,2
35,2
35,2
43,2
44,2
44,2
44,2
44,2
43,2
41,2
41,2
41,2
41,2
41,2
41,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
36,2
36,2
35,2
35,2
43,2
43,2
43,2
44,2
44,2
44,2
44,2
41,2
41,2
41,2
41,2
41,2
41,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
36,2
36,2
35,2
42,2
42,2
44,2
44,2
44,2
44,2
44,2
44,2
44,2
41,2
41,2
41,2
41,2
41,2
41,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
42,2
42,2
42,2
42,2
44,2
44,2
44,2
44,2
44,2
44,2
41,2
41,2
41,2
41,2
41,2
41,2
36,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
44,2
44,2
44,2
42,2
42,2
42,2
42,2
44,2
44,2
44,2
44,2
44,2
42,2
42,2
42,2
42,2
42,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
44,2
44,2
44,2
44,2
42,2
42,2
42,2
42,2
44,2
44,2
42,2
42,2
42,2
42,2
42,2
42,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
39,2
38,2
38,2
38,2
38,2
38,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
46,2
46,2
46,2
46,2
41,2
41,2
41,2
41,2
41,2
41,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
39,2
39,2
39,2
38,2
38,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
46,2
46,2
41,2
41,2
41,2
41,2
41,2
36,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
39,2
40,2
40,2
40,2
40,2
39,2
44,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
40,2
43,2
43,2
43,2
43,2
36,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
39,2
39,2
39,2
40,2
40,2
40,2
44,2
44,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
40,2
40,2
43,2
43,2
43,2
36,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
39,2
39,2
39,2
39,2
40,2
40,2
42,2
41,2
41,2
43,2
43,2
44,2
44,2
46,2
46,2
46,2
46,2
47,2
41,2
41,2
41,2
42,2
42,2
42,2
36,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
39,2
39,2
39,2
39,2
42,2
42,2
42,2
41,2
41,2
43,2
43,2
44,2
44,2
46,2
41,2
41,2
41,2
41,2
42,2
42,2
36,2
35,2
35,2
36,2
36,2
36,2
36,2
36,2
41,2
41,2
41,2
41,2
41,2
41,2
42,2
42,2
41,2
41,2
41,2
41,2
43,2
43,2
43,2
42,2
42,2
42,2
42,2
42,2
36,2
36,2
36,2
36,2
36,2
35,2
35,2
36,2
36,2
36,2
36,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
42,2
42,2
41,2
41,2
41,2
41,2
43,2
43,2
43,2
42,2
42,2
42,2
42,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
35,2
35,2
36,2
36,2
36,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
42,2
42,2
41,2
41,2
42,2
41,2
41,2
40,2
40,2
42,2
42,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
35,2
35,2
36,2
36,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
41,2
42,2
42,2
41,2
43,2
41,2
41,2
40,2
40,2
42,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
35,2
41,2
41,2
41,2
41,2
41,2
41,2
42,2
42,2
42,2
42,2
42,2
42,2
44,2
44,2
44,2
44,2
41,2
41,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
41,2
41,2
41,2
41,2
41,2
42,2
42,2
42,2
42,2
42,2
42,2
42,2
46,2
44,2
44,2
44,2
44,2
41,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
41,2
41,2
41,2
41,2
41,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
51,2
51,2
49,2
49,2
47,2
47,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
41,2
41,2
41,2
41,2
41,2
47,2
47,2
47,2
47,2
47,2
47,2
47,2
51,2
51,2
51,2
51,2
49,2
49,2
47,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
41,2
41,2
41,2
41,2
41,2
50,2
50,2
50,2
50,2
50,2
50,2
50,2
47,2
47,2
53,2
53,2
56,2
56,2
55,2
55,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
36,2
41,2
41,2
41,2
41,2
50,2
50,2
50,2
50,2
50,2
50,2
50,2
47,2
47,2
47,2
53,2
53,2
56,2
56,2
55,2
35,2
36,2
36,2
36,2
36,2
36,2
36,2
39,2
41,2
41,2
41,2
41,2
49,2
50,2
50,2
52,2
52,2
52,2
52,2
52,2
47,2
47,2
50,2
50,2
55,2
55,2
55,2
55,2
35,2
35,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
41,2
41,2
41,2
49,2
49,2
50,2
50,2
52,2
52,2
52,2
52,2
49,2
49,2
47,2
47,2
50,2
50,2
55,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
39,2
39,2
41,2
41,2
49,2
49,2
49,2
50,2
50,2
52,2
52,2
50,2
50,2
50,2
50,2
50,2
50,2
35,2
35,2
35,2
35,2
35,2
36,2
36,2
39,2
39,2
41,2
41,2
49,2
49,2
49,2
49,2
50,2
50,2
50,2
50,2
50,2
50,2
50,2
36,2
36,2
36,2
36,2
38,2
38,2
38,2
39,2
39,2
41,2
41,2
58,2
58,2
58,2
58,2
59,2
62,2
62,2
58,2
58,2
58,2
35,2
36,2
36,2
36,2
36,2
38,2
38,2
39,2
39,2
41,2
41,2
58,2
58,2
58,2
58,2
65,2
62,2
62,2
58,2
58,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
41,2
41,2
58,2
58,2
62,2
62,2
65,2
65,2
65,2
65,2
58,2
58,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
41,2
41,2
58,2
58,2
58,2
62,2
62,2
65,2
65,2
65,2
65,2
58,2
36,2
36,2
36,2
36,2
36,2
39,2
39,2
41,2
41,2
58,2
58,2
58,2
58,2
62,2
62,2
58,2
65,2
65,2
65,2
65,2
36,2
36,2
36,2
36,2
39,2
39,2
41,2
41,2
58,2
58,2
58,2
58,2
62,2
58,2
58,2
65,2
65,2
65,2
36,2
36,2
36,2
36,2
39,2
39,2
41,2
41,2
55,2
58,2
58,2
58,2
58,2
58,2
58,2
65,2
65,2
36,2
36,2
36,2
36,2
39,2
39,2
41,2
41,2
55,2
55,2
58,2
58,2
58,2
58,2
58,2
58,2
65,2
65,2
36,2
36,2
36,2
36,2
39,2
39,2
41,2
41,2
55,2
55,2
58,2
58,2
58,2
58,2
58,2
65,2
65,2
36,2
36,2
36,2
36,2
39,2
39,2
41,2
41,2
55,2
55,2
55,2
58,2
58,2
58,2
58,2
65,2
65,2
36,2
36,2
36,2
36,2
39,2
39,2
41,2
41,2
55,2
55,2
55,2
55,2
58,2
58,2
58,2
58,2
65,2
65,2
36,2
36,2
36,2
36,2
39,2
39,2
41,2
41,2
53,2
53,2
55,2
55,2
55,2
55,2
58,2
58,2
58,2
65,2
65,2
36,2
36,2
36,2
36,2
39,2
41,2
49,2
53,2
53,2
55,2
55,2
55,2
55,2
58,2
58,2
65,2
65,2
36,2
36,2
36,2
36,2
49,2
53,2
53,2
55,2
55,2
55,2
58,2
58,2
65,2
65,2
36,2
36,2
36,2
36,2
49,2
53,2
53,2
55,2
55,2
58,2
58,2
65,2
65,2
36,2
36,2
36,2
36,2
49,2
49,2
53,2
53,2
55,2
58,2
58,2
65,2
65,2
58,2
36,2
36,2
36,2
36,2
35,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
35,2
35,2
35,2
47,2
47,2
55,2
55,2
63,2
65,2
63,2
63,2
63,2
63,2
36,2
36,2
36,2
36,2
35,2
35,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
36,2
36,2
35,2
35,2
35,2
35,2
35,2
35,2
33,2
33,2
47,2
47,2
55,2
55,2
65,2
63,2
63,2
63,2
63,2
59,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
39,2
39,2
42,2
42,2
42,2
42,2
42,2
42,2
58,2
58,2
50,2
50,2
47,2
47,2
44,2
44,2
40,2
40,2
38,2
38,2
38,2
38,2
38,2
52,2
52,2
66,2
66,2
65,2
66,2
66,2
66,2
66,2
62,2
62,2
54,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
39,2
39,2
42,2
42,2
42,2
42,2
42,2
42,2
58,2
58,2
50,2
50,2
47,2
47,2
44,2
44,2
40,2
40,2
38,2
38,2
38,2
38,2
38,2
38,2
34,2
34,2
52,2
52,2
52,2
66,2
66,2
66,2
66,2
66,2
66,2
62,2
62,2
54,2
54,2
54,2
54,2
58,2
58,2
55,2
35,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
36,2
36,2
43,2
45,2
45,2
49,2
49,2
50,2
50,2
53,2
53,2
58,2
58,2
68,2
68,2
40,2
40,2
41,2
41,2
81,2
81,2
81,2
86,2
86,2
65,2
65,2
62,2
62,2
58,2
58,2
54,2
54,2
55,2
55,2
55,2
55,2
53,2
53,2
48,2
48,2
50,2
50,2
35,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
36,2
36,2
50,2
50,2
53,2
53,2
58,2
58,2
68,2
68,2
40,2
40,2
41,2
41,2
39,2
39,2
81,2
81,2
81,2
81,2
86,2
65,2
62,2
62,2
58,2
58,2
54,2
54,2
55,2
55,2
55,2
55,2
53,2
53,2
48,2
48,2
50,2
50,2
55,2
55,2
53,2
53,2
47,2
47,2
47,2
47,2
34,2
34,2
34,2
34,2
36,2
36,2
36,2
36,2
37,2
39,2
39,2
43,2
43,2
51,2
51,2
56,2
56,2
59,2
87,2
91,2
91,2
87,2
87,2
87,2
65,2
62,2
62,2
62,2
62,2
65,2
65,2
65,2
65,2
65,2
65,2
50,2
50,2
52,2
52,2
55,2
55,2
55,2
55,2
47,2
47,2
47,2
47,2
49,2
49,2
34,2
34,2
34,2
34,2
36,2
36,2
36,2
36,2
43,2
43,2
51,2
51,2
56,2
56,2
59,2
59,2
87,2
91,2
91,2
87,2
87,2
65,2
65,2
65,2
65,2
50,2
50,2
52,2
52,2
55,2
55,2
55,2
55,2
47,2
47,2
47,2
47,2
49,2
49,2
49,2
49,2
44,2
44,2
43,2
43,2
44,2
44,2
34,2
34,2
34,2
34,2
36,2
36,2
36,2
36,2
40,2
40,2
41,2
41,2
41,2
41,2
43,2
93,2
93,2
93,2
93,2
90,2
58,2
62,2
62,2
62,2
62,2
52,2
52,2
52,2
52,2
52,2
52,2
50,2
50,2
46,2
46,2
48,2
48,2
50,2
50,2
48,2
48,2
50,2
34,2
34,2
34,2
34,2
36,2
36,2
36,2
36,2
41,2
41,2
41,2
41,2
43,2
43,2
93,2
93,2
93,2
93,2
93,2
52,2
52,2
52,2
52,2
50,2
50,2
46,2
46,2
48,2
48,2
50,2
50,2
48,2
48,2
50,2
50,2
48,2
48,2
46,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
36,2
36,2
33,2
33,2
33,2
33,2
33,2
35,2
81,2
81,2
81,2
91,2
91,2
66,2
62,2
62,2
54,2
54,2
62,2
62,2
58,2
58,2
58,2
58,2
58,2
58,2
58,2
58,2
58,2
58,2
50,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
36,2
36,2
36,2
33,2
33,2
33,2
33,2
35,2
81,2
81,2
81,2
91,2
58,2
58,2
58,2
58,2
58,2
58,2
58,2
58,2
58,2
50,2
50,2
50,2
50,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
36,2
36,2
36,2
33,2
33,2
33,2
33,2
33,2
35,2
81,2
81,2
81,2
84,2
68,2
68,2
76,2
76,2
75,2
75,2
75,2
75,2
71,2
71,2
66,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
36,2
36,2
36,2
33,2
33,2
33,2
33,2
35,2
35,2
81,2
81,2
81,2
81,2
84,2
76,2
75,2
75,2
75,2
75,2
71,2
71,2
66,2
66,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
36,2
36,2
37,2
36,2
36,2
36,2
38,2
38,2
38,2
93,2
93,2
92,2
92,2
93,2
93,2
88,2
88,2
88,2
88,2
88,2
88,2
35,2
35,2
35,2
35,2
36,2
36,2
36,2
36,2
37,2
37,2
36,2
36,2
38,2
38,2
38,2
38,2
93,2
93,2
92,2
92,2
88,2
88,2
88,2
88,2
88,2
85,2
34,2
34,2
34,2
35,2
35,2
35,2
35,2
35,2
35,2
34,2
34,2
35,2
35,2
75,2
75,2
73,2
73,2
97,2
97,2
97,2
97,2
97,2
97,2
34,2
34,2
34,2
35,2
35,2
35,2
35,2
35,2
34,2
34,2
35,2
35,2
34,2
75,2
75,2
73,2
73,2
97,2
97,2
97,2
97,2
97,2
93,2
35,2
35,2
35,2
35,2
34,2
34,2
34,2
35,2
35,2
33,2
33,2
55,2
55,2
55,2
55,2
93,2
93,2
98,2
98,2
99,2
99,2
35,2
35,2
35,2
35,2
34,2
35,2
35,2
33,2
33,2
34,2
55,2
55,2
55,2
55,2
93,2
98,2
98,2
99,2
99,2
35,2
35,2
35,2
35,2
35,2
35,2
33,2
33,2
35,2
35,2
50,2
50,2
50,2
50,2
66,2
66,2
69,2
69,2
66,2
66,2
81,2
96,2
96,2
99,2
99,2
35,2
35,2
35,2
35,2
35,2
33,2
33,2
35,2
35,2
50,2
50,2
50,2
50,2
66,2
66,2
69,2
69,2
66,2
66,2
81,2
81,2
92,2
92,2
96,2
96,2
96,2
96,2
96,2
96,2
99,2
99,2
34,2
34,2
34,2
35,2
34,2
34,2
34,2
34,2
44,2
42,2
42,2
46,2
46,2
43,2
43,2
44,2
44,2
47,2
47,2
54,2
54,2
68,2
68,2
71,2
71,2
73,2
81,2
81,2
90,2
90,2
34,2
34,2
34,2
35,2
34,2
34,2
34,2
34,2
42,2
46,2
46,2
43,2
43,2
44,2
44,2
47,2
47,2
54,2
54,2
68,2
68,2
71,2
71,2
73,2
73,2
80,2
80,2
88,2
88,2
88,2
88,2
93,2
81,2
81,2
90,2
90,2
34,2
34,2
34,2
34,2
34,2
34,2
34,2
34,2
81,2
81,2
68,2
68,2
44,2
44,2
30,2
30,2
21,2
21,2
12,2
12,2
18,2
18,2
39,2
39,2
60,2
60,2
72,2
72,2
69,2
69,2
72,2
72,2
34,2
34,2
34,2
34,2
34,2
34,2
